,Stock,Day,Month,Year,Open,High,Low,Close
65,EA,02,Jan,2020,,,,
66,EA,03,Jan,2020,105.580002,107.750000,105.120003,107.199997
67,EA,06,Jan,2020,106.949997,109.309998,106.629997,108.779999
68,EA,07,Jan,2020,109.000000,109.250000,107.730003,108.389999
69,EA,08,Jan,2020,108.180000,110.000000,107.779999,109.489998
70,EA,09,Jan,2020,110.000000,110.339996,108.269997,109.360001
71,EA,10,Jan,2020,109.199997,109.269997,108.199997,108.589996
72,EA,13,Jan,2020,109.050003,110.070000,108.620003,109.820000
73,EA,14,Jan,2020,109.660004,110.169998,108.709999,109.580002
74,EA,15,Jan,2020,109.790001,110.449997,109.139999,109.610001
75,EA,16,Jan,2020,110.000000,111.290001,109.949997,111.260002
76,EA,17,Jan,2020,112.370003,112.989998,111.550003,112.930000
77,EA,21,Jan,2020,,,,
78,EA,22,Jan,2020,112.769997,114.040001,112.680000,113.089996
79,EA,23,Jan,2020,,,,
80,EA,24,Jan,2020,114.019997,114.129997,111.629997,112.330002
81,EA,27,Jan,2020,110.239998,111.190002,109.949997,110.559998
82,EA,28,Jan,2020,111.290001,112.879997,111.059998,111.900002
83,EA,29,Jan,2020,112.510002,112.959999,111.239998,112.209999
84,EA,30,Jan,2020,111.430000,111.889999,110.309998,111.639999
85,EA,31,Jan,2020,110.750000,110.750000,105.500000,107.919998
86,EA,03,Feb,2020,107.930000,109.449997,104.400002,105.040001
87,EA,04,Feb,2020,106.440002,107.419998,105.330002,107.070000
88,EA,05,Feb,2020,108.620003,108.959999,107.120003,107.820000
89,EA,06,Feb,2020,108.800003,110.349998,108.410004,110.000000
90,EA,07,Feb,2020,109.169998,110.959999,108.739998,109.089996
91,EA,10,Feb,2020,109.019997,109.760002,108.230003,108.699997
92,EA,11,Feb,2020,108.949997,109.230003,107.940002,109.040001
93,EA,12,Feb,2020,109.669998,109.980003,108.589996,109.720001
94,EA,13,Feb,2020,109.150002,109.339996,107.970001,108.839996
95,EA,14,Feb,2020,108.900002,109.889999,108.750000,109.690002
96,EA,18,Feb,2020,109.089996,109.830002,108.699997,109.459999
97,EA,19,Feb,2020,,,,
98,EA,20,Feb,2020,108.720001,109.370003,107.449997,109.199997
99,EA,21,Feb,2020,108.489998,108.940002,106.800003,108.010002
100,EA,24,Feb,2020,105.050003,107.930000,105.019997,107.029999
101,EA,25,Feb,2020,107.720001,109.220001,105.239998,105.379997
102,EA,26,Feb,2020,106.360001,108.260002,105.599998,106.540001
103,EA,27,Feb,2020,104.349998,106.400002,102.720001,102.739998
104,EA,28,Feb,2020,100.290001,101.889999,98.589996,101.370003
105,EA,02,Mar,2020,,,,
106,EA,03,Mar,2020,106.730003,109.709999,105.379997,106.699997
107,EA,04,Mar,2020,108.290001,111.940002,108.059998,111.830002
108,EA,05,Mar,2020,109.489998,111.930000,109.110001,110.209999
109,EA,06,Mar,2020,106.449997,108.760002,105.000000,107.669998
110,EA,09,Mar,2020,101.570000,104.180000,99.910004,100.930000
111,EA,10,Mar,2020,101.400002,103.570000,96.650002,103.379997
112,EA,11,Mar,2020,101.610001,102.169998,98.330002,101.180000
113,EA,12,Mar,2020,94.790001,99.419998,92.550003,93.349998
114,EA,13,Mar,2020,98.739998,99.610001,92.750000,97.059998
115,EA,16,Mar,2020,,,,
116,EA,17,Mar,2020,91.599998,98.199997,87.110001,95.410004
117,EA,18,Mar,2020,91.500000,97.690002,85.919998,90.209999
118,EA,19,Mar,2020,90.949997,93.980003,86.000000,90.059998
119,EA,20,Mar,2020,92.239998,94.370003,86.750000,86.940002
120,EA,23,Mar,2020,89.730003,97.720001,88.430000,95.470001
121,EA,24,Mar,2020,100.000000,103.099998,90.809998,94.300003
122,EA,25,Mar,2020,93.529999,94.150002,89.459999,89.639999
123,EA,26,Mar,2020,90.470001,99.570000,90.080002,99.199997
124,EA,27,Mar,2020,96.529999,99.680000,94.629997,95.370003
125,EA,30,Mar,2020,96.769997,99.290001,96.169998,97.690002
126,EA,31,Mar,2020,97.790001,101.000000,96.620003,100.169998
127,—,—,—,—,—,—,—,—
128,EA,01,Apr,2020,98.379997,99.839996,96.699997,97.529999
129,EA,02,Apr,2020,98.099998,102.820000,97.500000,102.290001
130,EA,03,Apr,2020,102.809998,104.349998,100.790001,102.830002
131,EA,06,Apr,2020,105.389999,107.500000,104.550003,106.510002
132,EA,07,Apr,2020,107.129997,107.459999,100.110001,106.320000
133,EA,08,Apr,2020,106.949997,108.239998,105.250000,106.800003
134,EA,09,Apr,2020,106.000000,109.379997,105.059998,105.800003
135,EA,13,Apr,2020,105.650002,109.779999,104.650002,109.300003
136,EA,14,Apr,2020,111.800003,113.019997,110.000000,112.029999
137,EA,15,Apr,2020,110.739998,114.470001,110.209999,113.510002
138,EA,16,Apr,2020,,,,
139,EA,17,Apr,2020,116.709999,117.000000,112.650002,115.150002
140,EA,20,Apr,2020,114.839996,116.529999,113.919998,115.410004
141,EA,21,Apr,2020,114.680000,116.199997,112.110001,113.269997
142,EA,22,Apr,2020,114.360001,115.070000,111.180000,114.570000
143,EA,23,Apr,2020,114.699997,116.629997,113.690002,114.459999
144,EA,24,Apr,2020,115.669998,116.680000,114.089996,116.309998
145,EA,27,Apr,2020,117.970001,118.470001,115.129997,116.019997
146,EA,28,Apr,2020,116.000000,116.489998,110.919998,111.349998
147,EA,29,Apr,2020,111.870003,114.449997,110.860001,112.779999
148,EA,30,Apr,2020,112.480003,114.489998,112.400002,114.260002
149,—,—,—,—,—,—,—,—
150,EA,01,May,2020,113.129997,114.360001,112.059998,113.269997
151,EA,04,May,2020,113.910004,117.559998,113.650002,116.830002
152,EA,05,May,2020,118.320000,120.190002,116.300003,119.610001
153,EA,06,May,2020,115.000000,117.160004,111.830002,115.320000
154,EA,07,May,2020,116.269997,116.940002,114.730003,116.800003
155,EA,08,May,2020,116.250000,117.519997,115.580002,116.620003
156,EA,11,May,2020,116.930000,118.500000,116.349998,117.370003
157,EA,12,May,2020,117.680000,119.519997,116.290001,116.370003
158,EA,13,May,2020,117.070000,119.160004,114.519997,116.900002
159,EA,14,May,2020,116.500000,117.260002,114.459999,117.120003
160,EA,15,May,2020,116.220001,118.900002,116.110001,118.129997
161,EA,18,May,2020,116.709999,117.919998,114.730003,117.120003
162,EA,19,May,2020,116.769997,119.370003,116.720001,118.540001
163,EA,20,May,2020,119.099998,121.760002,119.059998,119.550003
164,EA,21,May,2020,119.879997,119.879997,117.199997,117.360001
165,EA,22,May,2020,117.220001,120.010002,116.620003,119.820000
166,EA,26,May,2020,120.440002,120.480003,116.190002,116.639999
167,EA,27,May,2020,115.070000,117.760002,111.110001,117.379997
168,EA,28,May,2020,117.989998,122.099998,116.769997,121.349998
169,EA,29,May,2020,122.290001,123.139999,119.269997,122.879997
170,—,—,—,—,—,—,—,—
171,EA,01,Jun,2020,123.279999,124.279999,122.370003,122.779999
172,EA,02,Jun,2020,123.250000,123.529999,120.680000,122.360001
173,EA,03,Jun,2020,122.150002,122.150002,117.190002,117.930000
174,EA,04,Jun,2020,117.480003,119.110001,116.050003,117.180000
175,EA,05,Jun,2020,115.440002,119.199997,113.279999,118.320000
176,EA,08,Jun,2020,116.500000,119.580002,115.889999,119.510002
177,EA,09,Jun,2020,120.099998,121.760002,118.540001,121.070000
178,EA,10,Jun,2020,122.150002,125.660004,121.459999,124.809998
179,EA,11,Jun,2020,124.660004,127.540001,121.940002,122.419998
180,EA,12,Jun,2020,123.099998,124.760002,119.809998,121.970001
181,EA,15,Jun,2020,122.900002,127.500000,122.709999,126.519997
182,EA,16,Jun,2020,127.139999,127.870003,125.059998,125.730003
183,EA,17,Jun,2020,126.730003,129.009995,126.290001,128.110001
184,EA,18,Jun,2020,128.100006,129.449997,128.100006,129.350006
185,EA,19,Jun,2020,131.130005,131.240005,127.900002,130.190002
186,EA,22,Jun,2020,131.020004,131.860001,128.800003,129.720001
187,EA,23,Jun,2020,131.320007,133.600006,130.199997,130.600006
188,EA,24,Jun,2020,130.550003,131.600006,128.649994,130.869995
189,EA,25,Jun,2020,131.479996,131.889999,129.089996,130.740005
190,EA,26,Jun,2020,130.919998,131.380005,128.089996,130.929993
191,EA,29,Jun,2020,130.979996,132.369995,129.199997,130.690002
192,EA,30,Jun,2020,132.610001,132.610001,130.699997,132.050003
193,—,—,—,—,—,—,—,—
194,EA,01,Jul,2020,132.039993,135.520004,131.330002,135.220001
195,EA,02,Jul,2020,136.419998,136.419998,133.470001,133.839996
196,EA,06,Jul,2020,135.470001,136.520004,133.509995,134.270004
197,EA,07,Jul,2020,133.869995,137.419998,133.800003,134.779999
198,EA,08,Jul,2020,135.910004,136.339996,134.509995,135.610001
199,EA,09,Jul,2020,136.360001,139.110001,136.059998,138.770004
200,EA,10,Jul,2020,139.419998,141.250000,138.289993,140.809998
201,EA,13,Jul,2020,141.009995,141.580002,134.770004,135.309998
202,EA,14,Jul,2020,134.199997,138.789993,133.479996,138.529999
203,EA,15,Jul,2020,137.979996,138.979996,135.839996,138.429993
204,EA,16,Jul,2020,137.839996,138.360001,135.750000,138.050003
205,EA,17,Jul,2020,138.179993,138.729996,136.839996,138.309998
206,EA,20,Jul,2020,139.429993,142.309998,138.750000,141.529999
207,EA,21,Jul,2020,141.559998,141.990005,138.889999,139.339996
208,EA,22,Jul,2020,140.949997,140.949997,137.869995,138.300003
209,EA,23,Jul,2020,139.300003,139.570007,134.729996,135.360001
210,EA,24,Jul,2020,133.750000,136.259995,132.720001,135.240005
211,EA,27,Jul,2020,135.490005,137.139999,134.820007,136.160004
212,EA,28,Jul,2020,,,,
213,EA,29,Jul,2020,135.770004,136.509995,134.690002,135.929993
214,EA,30,Jul,2020,135.699997,138.839996,135.250000,138.589996
215,EA,31,Jul,2020,142.039993,142.839996,137.100006,141.619995
216,EA,03,Aug,2020,141.550003,143.429993,139.550003,142.360001
217,EA,04,Aug,2020,143.240005,146.500000,143.100006,146.320007
218,EA,05,Aug,2020,145.820007,146.339996,143.259995,146.179993
219,EA,06,Aug,2020,146.330002,147.360001,144.500000,146.949997
220,EA,07,Aug,2020,146.429993,146.839996,142.320007,143.990005
221,EA,10,Aug,2020,142.770004,143.990005,139.500000,140.699997
222,EA,11,Aug,2020,141.149994,141.149994,135.559998,135.699997
223,EA,12,Aug,2020,136.880005,140.300003,136.179993,139.899994
224,EA,13,Aug,2020,141.119995,142.850006,140.580002,141.770004
225,EA,14,Aug,2020,141.639999,142.009995,139.949997,140.429993
226,EA,17,Aug,2020,139.250000,140.970001,138.309998,140.449997
227,EA,18,Aug,2020,140.600006,142.740005,140.160004,142.580002
228,EA,19,Aug,2020,,,,
229,EA,20,Aug,2020,141.619995,143.960007,141.050003,143.479996
230,EA,21,Aug,2020,142.759995,142.990005,140.839996,141.210007
231,EA,24,Aug,2020,142.270004,142.839996,141.210007,142.330002
232,EA,25,Aug,2020,142.009995,142.399994,141.000000,142.210007
233,EA,26,Aug,2020,,,,
234,EA,27,Aug,2020,143.380005,143.740005,139.850006,141.770004
235,EA,28,Aug,2020,142.339996,142.339996,140.009995,140.869995
236,EA,31,Aug,2020,141.080002,141.110001,138.089996,139.470001
237,—,—,—,—,—,—,—,—
238,EA,01,Sep,2020,140.740005,140.740005,137.080002,138.289993
239,EA,02,Sep,2020,138.000000,140.300003,136.639999,139.559998
240,EA,03,Sep,2020,138.240005,138.240005,131.220001,132.820007
241,EA,04,Sep,2020,,,,
242,EA,08,Sep,2020,127.459999,127.500000,123.330002,124.300003
243,EA,09,Sep,2020,126.540001,129.520004,124.889999,128.699997
244,EA,10,Sep,2020,129.880005,131.130005,126.339996,127.260002
245,EA,11,Sep,2020,127.989998,128.389999,124.400002,126.019997
246,EA,14,Sep,2020,127.930000,128.009995,125.930000,126.180000
247,EA,15,Sep,2020,127.989998,129.860001,127.500000,128.330002
248,EA,16,Sep,2020,128.990005,129.520004,126.470001,126.739998
249,EA,17,Sep,2020,124.220001,126.540001,123.540001,125.260002
250,EA,18,Sep,2020,125.489998,126.699997,123.370003,125.900002
251,EA,21,Sep,2020,124.330002,128.470001,124.150002,128.289993
252,EA,22,Sep,2020,129.839996,131.220001,128.460007,131.020004
253,EA,23,Sep,2020,131.570007,132.320007,127.940002,128.419998
254,EA,24,Sep,2020,128.210007,130.309998,128.089996,129.320007
255,EA,25,Sep,2020,129.509995,132.009995,128.690002,131.190002
256,EA,28,Sep,2020,133.360001,133.850006,130.869995,132.279999
257,EA,29,Sep,2020,132.059998,132.429993,129.500000,130.020004
258,EA,30,Sep,2020,129.729996,131.990005,129.449997,130.410004
259,—,—,—,—,—,—,—,—
260,EA,01,Oct,2020,,,,
261,EA,02,Oct,2020,131.369995,132.240005,127.709999,129.070007
262,EA,05,Oct,2020,130.089996,132.949997,129.070007,130.720001
263,EA,06,Oct,2020,130.360001,130.399994,124.519997,124.839996
264,EA,07,Oct,2020,126.410004,126.500000,123.970001,125.010002
265,EA,08,Oct,2020,,,,
266,EA,09,Oct,2020,126.860001,128.440002,125.919998,127.449997
267,EA,12,Oct,2020,128.979996,132.070007,127.830002,130.880005
268,EA,13,Oct,2020,,,,
269,EA,14,Oct,2020,133.789993,133.860001,131.740005,132.750000
270,EA,15,Oct,2020,131.070007,132.410004,129.880005,131.339996
271,EA,16,Oct,2020,132.500000,133.259995,131.050003,131.919998
272,EA,19,Oct,2020,133.139999,133.889999,129.509995,129.869995
273,EA,20,Oct,2020,130.419998,130.600006,127.089996,127.360001
274,EA,21,Oct,2020,127.980003,129.449997,127.300003,127.650002
275,EA,22,Oct,2020,127.779999,128.009995,125.400002,126.919998
276,EA,23,Oct,2020,127.239998,127.650002,125.529999,126.769997
277,EA,26,Oct,2020,126.410004,127.500000,125.029999,126.680000
278,EA,27,Oct,2020,127.360001,127.580002,126.099998,126.620003
279,EA,28,Oct,2020,125.620003,127.070000,124.809998,125.599998
280,EA,29,Oct,2020,125.790001,126.169998,122.769997,123.900002
281,EA,30,Oct,2020,122.989998,124.089996,118.519997,119.830002
282,EA,02,Nov,2020,120.940002,121.059998,117.790001,119.809998
283,EA,03,Nov,2020,120.750000,121.459999,119.400002,120.739998
284,EA,04,Nov,2020,124.879997,126.980003,123.720001,125.309998
285,EA,05,Nov,2020,128.880005,128.880005,126.279999,128.330002
286,EA,06,Nov,2020,119.500000,120.699997,114.529999,119.190002
287,EA,09,Nov,2020,116.459999,121.300003,110.150002,116.970001
288,EA,10,Nov,2020,116.989998,120.529999,114.779999,118.930000
289,EA,11,Nov,2020,120.300003,120.639999,117.589996,119.779999
290,EA,12,Nov,2020,120.930000,122.320000,118.970001,119.320000
291,EA,13,Nov,2020,120.220001,121.459999,119.370003,120.800003
292,EA,16,Nov,2020,119.250000,120.709999,117.550003,118.599998
293,EA,17,Nov,2020,119.330002,120.650002,118.050003,118.519997
294,EA,18,Nov,2020,118.339996,118.580002,116.650002,116.839996
295,EA,19,Nov,2020,116.739998,121.519997,116.410004,120.139999
296,EA,20,Nov,2020,119.529999,123.000000,119.099998,121.870003
297,EA,23,Nov,2020,,,,
298,EA,24,Nov,2020,121.489998,121.970001,119.739998,120.250000
299,EA,25,Nov,2020,120.809998,123.559998,120.599998,121.510002
300,EA,27,Nov,2020,123.580002,125.000000,122.410004,124.169998
301,EA,30,Nov,2020,124.769997,128.399994,123.269997,127.750000
302,—,—,—,—,—,—,—,—
303,EA,01,Dec,2020,127.580002,128.000000,125.660004,127.239998
304,EA,02,Dec,2020,127.029999,129.750000,126.480003,129.539993
305,EA,03,Dec,2020,130.500000,130.869995,128.179993,128.380005
306,EA,04,Dec,2020,126.419998,129.149994,126.250000,128.690002
307,EA,07,Dec,2020,129.190002,130.979996,128.880005,130.839996
308,EA,08,Dec,2020,130.429993,132.539993,129.720001,132.149994
309,EA,09,Dec,2020,,,,
310,EA,10,Dec,2020,131.660004,135.369995,131.250000,134.679993
311,EA,11,Dec,2020,134.779999,137.110001,134.630005,135.800003
312,EA,14,Dec,2020,138.500000,138.589996,136.600006,137.539993
313,EA,15,Dec,2020,137.809998,140.800003,137.110001,140.660004
314,EA,16,Dec,2020,139.500000,143.449997,139.330002,141.600006
315,EA,17,Dec,2020,141.949997,142.500000,138.320007,139.850006
316,EA,18,Dec,2020,140.660004,142.970001,139.580002,142.610001
317,EA,21,Dec,2020,141.630005,142.369995,138.970001,141.009995
318,EA,22,Dec,2020,141.240005,141.720001,138.690002,139.429993
319,EA,23,Dec,2020,139.520004,142.389999,138.630005,141.509995
320,EA,24,Dec,2020,141.320007,142.199997,140.779999,141.809998
321,EA,28,Dec,2020,142.330002,142.550003,138.779999,140.720001
322,EA,29,Dec,2020,141.000000,142.130005,140.279999,140.699997
323,EA,30,Dec,2020,141.389999,142.630005,140.889999,142.050003
324,EA,31,Dec,2020,141.910004,143.860001,141.910004,143.600006
325,EA,04,Jan,2021,143.440002,143.649994,138.160004,139.509995
326,EA,05,Jan,2021,140.229996,141.399994,138.490005,141.320007
327,EA,06,Jan,2021,138.520004,140.199997,136.389999,136.800003
328,EA,07,Jan,2021,137.330002,140.869995,137.000000,140.740005
329,EA,08,Jan,2021,140.860001,142.000000,139.929993,141.860001
330,EA,11,Jan,2021,141.520004,141.720001,139.309998,141.220001
331,EA,12,Jan,2021,141.089996,141.800003,137.300003,139.059998
332,EA,13,Jan,2021,138.570007,138.949997,134.630005,136.339996
333,EA,14,Jan,2021,136.830002,139.380005,136.130005,138.940002
334,EA,15,Jan,2021,139.259995,140.660004,137.910004,139.000000
335,EA,19,Jan,2021,139.410004,143.000000,138.000000,141.429993
336,EA,20,Jan,2021,,,,
337,EA,21,Jan,2021,145.610001,147.279999,144.740005,145.970001
338,EA,22,Jan,2021,144.979996,146.479996,144.509995,146.000000
339,EA,25,Jan,2021,,,,
340,EA,26,Jan,2021,146.360001,146.960007,145.190002,146.300003
341,EA,27,Jan,2021,145.830002,148.929993,144.539993,146.229996
342,EA,28,Jan,2021,146.199997,146.630005,142.899994,143.009995
343,EA,29,Jan,2021,141.000000,144.570007,140.470001,143.199997
344,—,—,—,—,—,—,—,—
345,EA,01,Feb,2021,143.789993,147.289993,143.529999,145.869995
346,EA,02,Feb,2021,146.149994,150.300003,146.149994,148.970001
347,EA,03,Feb,2021,144.360001,144.610001,138.039993,140.820007
348,EA,04,Feb,2021,140.559998,142.149994,137.759995,138.630005
349,EA,05,Feb,2021,139.910004,142.470001,139.300003,141.220001
350,EA,08,Feb,2021,142.000000,142.490005,139.339996,142.460007
351,EA,09,Feb,2021,142.570007,148.229996,142.429993,146.110001
352,EA,10,Feb,2021,146.949997,147.410004,144.119995,144.610001
353,EA,11,Feb,2021,145.330002,147.940002,144.610001,147.330002
354,EA,12,Feb,2021,146.820007,147.839996,145.039993,147.740005
355,EA,16,Feb,2021,146.850006,147.910004,144.619995,145.779999
356,EA,17,Feb,2021,145.070007,146.029999,143.369995,145.830002
357,EA,18,Feb,2021,146.050003,148.410004,144.179993,147.410004
358,EA,19,Feb,2021,147.679993,148.979996,145.440002,145.949997
359,EA,22,Feb,2021,144.660004,145.399994,142.000000,142.259995
360,EA,23,Feb,2021,140.229996,141.970001,136.190002,141.169998
361,EA,24,Feb,2021,138.300003,139.619995,136.929993,137.679993
362,EA,25,Feb,2021,137.250000,138.960007,134.100006,135.240005
363,EA,26,Feb,2021,135.710007,137.830002,133.910004,133.970001
364,—,—,—,—,—,—,—,—
365,EA,01,Mar,2021,,,,
366,EA,02,Mar,2021,137.149994,138.279999,135.600006,136.820007
367,EA,03,Mar,2021,135.929993,136.750000,132.720001,133.050003
368,EA,04,Mar,2021,132.570007,134.770004,130.509995,131.289993
369,EA,05,Mar,2021,131.529999,132.929993,129.509995,132.600006
370,EA,08,Mar,2021,131.990005,132.520004,127.169998,127.209999
371,EA,09,Mar,2021,130.240005,133.039993,129.970001,130.929993
372,EA,10,Mar,2021,132.639999,132.639999,129.809998,130.119995
373,EA,11,Mar,2021,132.460007,132.809998,131.000000,131.339996
374,EA,12,Mar,2021,129.929993,131.000000,129.210007,130.490005
375,EA,15,Mar,2021,130.440002,130.940002,129.139999,130.889999
376,EA,16,Mar,2021,132.460007,133.699997,131.500000,131.740005
377,EA,17,Mar,2021,131.250000,131.250000,128.750000,130.600006
378,EA,18,Mar,2021,130.039993,130.580002,127.290001,128.000000
379,EA,19,Mar,2021,128.520004,129.809998,127.980003,128.399994
380,EA,22,Mar,2021,129.410004,132.460007,128.600006,131.410004
381,EA,23,Mar,2021,,,,
382,EA,24,Mar,2021,132.970001,133.309998,129.710007,129.800003
383,EA,25,Mar,2021,129.059998,130.429993,128.169998,130.029999
384,EA,26,Mar,2021,130.240005,133.000000,129.679993,132.850006
385,EA,29,Mar,2021,132.509995,136.009995,131.529999,134.970001
386,EA,30,Mar,2021,,,,
387,EA,31,Mar,2021,134.710007,136.669998,134.270004,135.369995
388,—,—,—,—,—,—,—,—
389,EA,01,Apr,2021,136.729996,138.419998,136.279999,137.960007
390,EA,05,Apr,2021,137.509995,141.750000,137.270004,141.539993
391,EA,06,Apr,2021,141.089996,142.419998,140.399994,141.279999
392,EA,07,Apr,2021,141.300003,142.770004,140.759995,142.009995
393,EA,08,Apr,2021,142.839996,143.229996,140.690002,141.550003
394,EA,09,Apr,2021,140.600006,140.729996,138.440002,140.460007
395,EA,12,Apr,2021,139.419998,141.690002,139.330002,141.449997
396,EA,13,Apr,2021,142.589996,143.880005,141.449997,142.110001
397,EA,14,Apr,2021,141.919998,143.050003,141.270004,141.610001
398,EA,15,Apr,2021,141.610001,142.970001,140.619995,142.770004
399,EA,16,Apr,2021,142.110001,142.410004,140.270004,141.050003
400,EA,19,Apr,2021,140.000000,141.350006,138.750000,139.630005
401,EA,20,Apr,2021,139.600006,141.750000,138.830002,140.860001
402,EA,21,Apr,2021,140.309998,141.199997,139.089996,141.039993
403,EA,22,Apr,2021,141.110001,143.270004,140.419998,141.259995
404,EA,23,Apr,2021,142.520004,143.600006,140.839996,143.139999
405,EA,26,Apr,2021,143.630005,145.389999,143.039993,143.789993
406,EA,27,Apr,2021,144.360001,144.429993,142.500000,143.460007
407,EA,28,Apr,2021,144.089996,144.949997,143.320007,143.990005
408,EA,29,Apr,2021,144.300003,146.720001,143.490005,146.339996
409,EA,30,Apr,2021,145.100006,146.289993,141.899994,142.080002
410,EA,03,May,2021,142.710007,143.470001,141.050003,141.179993
411,EA,04,May,2021,,,,
412,EA,05,May,2021,138.020004,140.610001,137.630005,137.860001
413,EA,06,May,2021,137.580002,141.419998,137.580002,141.339996
414,EA,07,May,2021,142.589996,143.839996,141.779999,142.419998
415,EA,10,May,2021,141.449997,143.330002,140.619995,140.649994
416,EA,11,May,2021,138.899994,142.470001,138.690002,141.360001
417,EA,12,May,2021,141.660004,142.699997,137.789993,139.669998
418,EA,13,May,2021,138.919998,140.940002,138.029999,139.130005
419,EA,14,May,2021,140.210007,140.710007,137.850006,138.619995
420,EA,17,May,2021,137.050003,138.350006,136.449997,137.529999
421,EA,18,May,2021,137.309998,140.690002,136.759995,138.059998
422,EA,19,May,2021,135.979996,139.199997,135.559998,138.880005
423,EA,20,May,2021,139.919998,143.100006,139.009995,141.809998
424,EA,21,May,2021,142.470001,143.190002,139.880005,140.169998
425,EA,24,May,2021,141.389999,142.669998,140.169998,142.089996
426,EA,25,May,2021,142.589996,143.839996,141.500000,143.259995
427,EA,26,May,2021,144.000000,145.729996,143.179993,143.990005
428,EA,27,May,2021,,,,
429,EA,28,May,2021,143.309998,144.210007,142.720001,142.929993
430,—,—,—,—,—,—,—,—
