,Stock,Day,Month,Year,Open,High,Low,Close
96,NFLX,18,February,2020,379.299988,389.540009,379.190002,387.779999
97,NFLX,19,February,2020,388.119995,392.950012,384.899994,386.190002
98,NFLX,20,February,2020,386.559998,389.700012,376.679993,386.000000
99,NFLX,21,February,2020,385.329987,387.320007,377.899994,380.070007
100,NFLX,24,February,2020,364.760010,372.820007,361.000000,368.700012
101,NFLX,25,February,2020,372.000000,375.649994,357.720001,360.089996
102,NFLX,26,February,2020,366.309998,382.000000,365.000000,379.239990
103,NFLX,27,February,2020,371.459991,391.559998,370.600006,371.709991
104,NFLX,28,February,2020,,,,
105,NFLX,02,March,2020,373.109985,381.359985,364.500000,381.049988
106,NFLX,03,March,2020,381.029999,393.519989,367.399994,368.769989
107,NFLX,04,March,2020,377.769989,384.010010,370.510010,383.790009
108,NFLX,05,March,2020,381.000000,391.399994,368.640015,372.779999
109,NFLX,06,March,2020,367.700012,371.309998,356.850006,368.970001
110,NFLX,09,March,2020,343.859985,357.470001,341.720001,346.489990
111,NFLX,10,March,2020,356.429993,364.540009,347.850006,364.130005
112,NFLX,11,March,2020,358.920013,362.980011,344.790009,349.920013
113,NFLX,12,March,2020,326.500000,335.720001,307.320007,315.250000
114,NFLX,13,March,2020,,,,
115,NFLX,16,March,2020,306.630005,334.350006,294.750000,298.839996
116,NFLX,17,March,2020,306.190002,322.899994,290.250000,319.750000
117,NFLX,18,March,2020,302.399994,331.579987,300.000000,315.470001
118,NFLX,19,March,2020,324.329987,348.510010,316.820007,332.029999
119,NFLX,20,March,2020,342.309998,350.489990,332.000000,332.829987
120,NFLX,23,March,2020,347.890015,366.109985,340.880005,360.269989
121,NFLX,24,March,2020,369.989990,372.929993,353.029999,357.320007
122,NFLX,25,March,2020,361.019989,362.000000,339.170013,342.390015
123,NFLX,26,March,2020,344.000000,363.839996,341.730011,362.989990
124,NFLX,27,March,2020,359.089996,368.559998,353.000000,357.119995
125,NFLX,30,March,2020,363.000000,377.799988,361.170013,370.959991
126,NFLX,31,March,2020,367.929993,383.010010,366.440002,375.500000
127,—,—,—,—,—,—,—,—
128,NFLX,01,April,2020,376.049988,380.230011,361.019989,364.079987
129,NFLX,02,April,2020,364.079987,370.989990,360.059998,370.079987
130,NFLX,03,April,2020,367.470001,370.899994,357.510010,361.760010
131,NFLX,06,April,2020,365.220001,380.290009,361.709991,379.959991
132,NFLX,07,April,2020,380.000000,381.329987,369.339996,372.279999
133,NFLX,08,April,2020,374.010010,378.390015,368.309998,371.119995
134,NFLX,09,April,2020,371.059998,372.100006,363.029999,370.720001
135,NFLX,13,April,2020,371.309998,400.510010,367.700012,396.720001
136,NFLX,14,April,2020,397.500000,417.820007,394.850006,413.549988
137,NFLX,15,April,2020,413.000000,434.980011,412.250000,426.750000
138,NFLX,16,April,2020,437.000000,449.519989,431.609985,439.170013
139,NFLX,17,April,2020,431.000000,432.000000,414.700012,422.959991
140,NFLX,20,April,2020,435.170013,444.489990,430.559998,437.489990
141,NFLX,21,April,2020,444.769989,447.000000,425.600006,433.829987
142,NFLX,22,April,2020,429.730011,433.000000,413.000000,421.420013
143,NFLX,23,April,2020,419.260010,438.410004,419.260010,426.700012
144,NFLX,24,April,2020,,,,
145,NFLX,27,April,2020,,,,
146,NFLX,28,April,2020,419.989990,421.000000,402.910004,403.829987
147,NFLX,29,April,2020,399.529999,415.859985,393.600006,411.890015
148,NFLX,30,April,2020,410.309998,424.440002,408.000000,419.850006
149,—,—,—,—,—,—,—,—
150,NFLX,01,May,2020,415.100006,427.970001,411.730011,415.269989
151,NFLX,04,May,2020,,,,
152,NFLX,05,May,2020,427.559998,431.000000,421.559998,424.679993
153,NFLX,06,May,2020,429.299988,439.769989,426.390015,434.260010
154,NFLX,07,May,2020,436.890015,438.880005,430.660004,436.529999
155,NFLX,08,May,2020,434.140015,442.000000,433.640015,435.549988
156,NFLX,11,May,2020,436.329987,444.890015,435.559998,440.519989
157,NFLX,12,May,2020,442.000000,444.170013,431.359985,431.820007
158,NFLX,13,May,2020,435.690002,447.000000,427.269989,438.269989
159,NFLX,14,May,2020,444.899994,452.380005,432.820007,441.950012
160,NFLX,15,May,2020,440.700012,455.000000,437.510010,454.190002
161,NFLX,18,May,2020,451.160004,456.359985,443.350006,452.579987
162,NFLX,19,May,2020,453.399994,458.970001,450.470001,451.040009
163,NFLX,20,May,2020,,,,
164,NFLX,21,May,2020,448.559998,448.959991,430.250000,436.250000
165,NFLX,22,May,2020,437.000000,439.089996,427.179993,429.320007
166,NFLX,26,May,2020,427.769989,428.500000,413.140015,414.769989
167,NFLX,27,May,2020,410.380005,420.019989,397.859985,419.890015
168,NFLX,28,May,2020,417.239990,422.369995,411.500000,413.440002
169,NFLX,29,May,2020,417.459991,420.299988,411.850006,419.730011
170,—,—,—,—,—,—,—,—
171,NFLX,01,June,2020,418.829987,426.720001,415.980011,425.920013
172,NFLX,02,June,2020,,,,
173,NFLX,03,June,2020,426.950012,427.100006,418.049988,421.970001
174,NFLX,04,June,2020,422.390015,428.709991,410.029999,414.329987
175,NFLX,05,June,2020,407.290009,420.239990,404.250000,419.600006
176,NFLX,08,June,2020,416.000000,420.799988,406.500000,419.489990
177,NFLX,09,June,2020,421.649994,434.730011,420.309998,434.049988
178,NFLX,10,June,2020,436.000000,439.690002,430.549988,434.480011
179,NFLX,11,June,2020,428.200012,445.570007,424.160004,425.559998
180,NFLX,12,June,2020,429.000000,434.059998,412.450012,418.070007
181,NFLX,15,June,2020,421.399994,426.489990,415.420013,425.500000
182,NFLX,16,June,2020,425.760010,437.959991,425.179993,436.130005
183,NFLX,17,June,2020,441.820007,450.459991,439.220001,447.769989
184,NFLX,18,June,2020,448.730011,452.760010,442.799988,449.869995
185,NFLX,19,June,2020,449.119995,453.970001,445.600006,453.720001
186,NFLX,22,June,2020,455.010010,468.589996,454.209991,468.040009
187,NFLX,23,June,2020,466.500000,474.010010,464.500000,466.260010
188,NFLX,24,June,2020,468.540009,472.359985,454.000000,457.850006
189,NFLX,25,June,2020,458.859985,467.010010,454.000000,465.910004
190,NFLX,26,June,2020,466.390015,468.029999,442.239990,443.399994
191,NFLX,29,June,2020,,,,
192,NFLX,30,June,2020,450.019989,457.589996,447.000000,455.040009
193,—,—,—,—,—,—,—,—
194,NFLX,01,July,2020,454.000000,488.230011,454.000000,485.640015
195,NFLX,02,July,2020,485.640015,492.279999,475.529999,476.890015
196,NFLX,06,July,2020,480.769989,499.500000,479.799988,493.809998
197,NFLX,07,July,2020,497.309998,504.820007,490.829987,493.160004
198,NFLX,08,July,2020,498.579987,505.100006,493.809998,502.779999
199,NFLX,09,July,2020,508.399994,510.000000,495.779999,507.760010
200,NFLX,10,July,2020,519.729980,555.880005,511.279999,548.729980
201,NFLX,13,July,2020,567.979980,575.369995,520.960022,525.500000
202,NFLX,14,July,2020,517.080017,525.500000,490.489990,524.880005
203,NFLX,15,July,2020,516.299988,529.000000,510.179993,523.260010
204,NFLX,16,July,2020,526.479980,535.539978,504.359985,527.390015
205,NFLX,17,July,2020,494.869995,503.589996,484.140015,492.989990
206,NFLX,20,July,2020,489.140015,504.500000,484.200012,502.410004
207,NFLX,21,July,2020,506.000000,506.220001,488.609985,490.100006
208,NFLX,22,July,2020,492.190002,497.200012,487.200012,489.820007
209,NFLX,23,July,2020,491.130005,491.899994,472.019989,477.579987
210,NFLX,24,July,2020,468.769989,487.170013,467.540009,480.450012
211,NFLX,27,July,2020,484.510010,496.920013,482.309998,495.649994
212,NFLX,28,July,2020,496.019989,497.790009,487.760010,488.510010
213,NFLX,29,July,2020,492.250000,494.920013,484.130005,484.480011
214,NFLX,30,July,2020,480.709991,488.350006,477.510010,485.799988
215,NFLX,31,July,2020,488.290009,494.799988,484.500000,488.880005
216,NFLX,03,August,2020,490.859985,503.089996,490.230011,498.619995
217,NFLX,04,August,2020,498.649994,510.440002,498.649994,509.640015
218,NFLX,05,August,2020,508.679993,510.100006,501.200012,502.109985
219,NFLX,06,August,2020,504.109985,510.820007,498.700012,509.079987
220,NFLX,07,August,2020,505.450012,508.290009,486.679993,494.730011
221,NFLX,10,August,2020,493.350006,497.459991,478.630005,483.380005
222,NFLX,11,August,2020,479.750000,480.920013,466.549988,466.929993
223,NFLX,12,August,2020,471.339996,482.489990,470.179993,475.470001
224,NFLX,13,August,2020,478.399994,484.450012,476.450012,481.329987
225,NFLX,14,August,2020,482.820007,488.329987,480.209991,482.679993
226,NFLX,17,August,2020,484.190002,486.239990,479.100006,482.350006
227,NFLX,18,August,2020,484.350006,495.299988,482.799988,491.869995
228,NFLX,19,August,2020,493.929993,494.500000,483.500000,484.529999
229,NFLX,20,August,2020,484.690002,498.940002,483.890015,497.899994
230,NFLX,21,August,2020,496.459991,498.130005,490.000000,492.309998
231,NFLX,24,August,2020,495.440002,501.000000,483.160004,488.809998
232,NFLX,25,August,2020,488.190002,492.470001,485.089996,490.579987
233,NFLX,26,August,2020,492.500000,549.039978,492.079987,547.530029
234,NFLX,27,August,2020,537.780029,541.000000,521.250000,526.270020
235,NFLX,28,August,2020,,,,
236,NFLX,31,August,2020,521.159973,531.989990,517.580017,529.559998
237,—,—,—,—,—,—,—,—
238,NFLX,01,September,2020,532.599976,557.390015,532.450012,556.549988
239,NFLX,02,September,2020,553.780029,556.500000,537.369995,552.840027
240,NFLX,03,September,2020,545.000000,554.000000,521.320007,525.750000
241,NFLX,04,September,2020,520.179993,527.359985,485.980011,516.049988
242,NFLX,08,September,2020,498.399994,522.000000,495.000000,507.019989
243,NFLX,09,September,2020,519.210022,520.000000,492.570007,500.190002
244,NFLX,10,September,2020,503.350006,506.290009,478.839996,480.670013
245,NFLX,11,September,2020,486.489990,493.730011,476.809998,482.029999
246,NFLX,14,September,2020,480.619995,488.989990,471.299988,476.260010
247,NFLX,15,September,2020,484.000000,497.470001,481.630005,495.989990
248,NFLX,16,September,2020,499.989990,504.660004,483.309998,483.859985
249,NFLX,17,September,2020,475.160004,478.399994,463.269989,470.200012
250,NFLX,18,September,2020,472.510010,479.399994,458.600006,469.959991
251,NFLX,21,September,2020,467.690002,487.779999,466.320007,487.350006
252,NFLX,22,September,2020,,,,
253,NFLX,23,September,2020,491.040009,491.040009,469.000000,470.609985
254,NFLX,24,September,2020,470.529999,477.000000,467.820007,473.079987
255,NFLX,25,September,2020,474.390015,484.869995,468.029999,482.880005
256,NFLX,28,September,2020,489.109985,492.000000,477.880005,490.649994
257,NFLX,29,September,2020,489.500000,496.290009,486.529999,493.480011
258,NFLX,30,September,2020,492.570007,504.630005,489.269989,500.029999
259,—,—,—,—,—,—,—,—
260,NFLX,01,October,2020,506.029999,529.549988,503.600006,527.510010
261,NFLX,02,October,2020,516.429993,526.369995,502.700012,503.059998
262,NFLX,05,October,2020,506.799988,520.989990,501.700012,520.650024
263,NFLX,06,October,2020,518.719971,521.820007,504.160004,505.869995
264,NFLX,07,October,2020,518.000000,536.489990,515.820007,534.659973
265,NFLX,08,October,2020,533.479980,535.000000,524.150024,531.789978
266,NFLX,09,October,2020,537.830017,544.280029,535.000000,539.440002
267,NFLX,12,October,2020,548.809998,551.809998,538.239990,539.809998
268,NFLX,13,October,2020,540.559998,557.650024,537.200012,554.090027
269,NFLX,14,October,2020,562.609985,572.489990,541.000000,541.450012
270,NFLX,15,October,2020,545.520020,551.219971,535.099976,541.940002
271,NFLX,16,October,2020,549.500000,554.330017,530.030029,530.789978
272,NFLX,19,October,2020,537.070007,541.799988,525.380005,530.719971
273,NFLX,20,October,2020,528.140015,533.780029,522.260010,525.419983
274,NFLX,21,October,2020,501.029999,506.850006,488.250000,489.049988
275,NFLX,22,October,2020,494.690002,495.140015,482.000000,485.230011
276,NFLX,23,October,2020,488.109985,490.059998,481.350006,488.279999
277,NFLX,26,October,2020,487.029999,496.820007,478.899994,488.239990
278,NFLX,27,October,2020,490.010010,490.489990,482.929993,488.929993
279,NFLX,28,October,2020,486.359985,494.000000,483.279999,486.239990
280,NFLX,29,October,2020,488.500000,513.900024,479.339996,504.209991
281,NFLX,30,October,2020,502.010010,505.880005,472.209991,475.739990
282,NFLX,02,November,2020,478.869995,486.299988,475.000000,484.119995
283,NFLX,03,November,2020,484.929993,495.309998,478.760010,487.220001
284,NFLX,04,November,2020,495.359985,507.730011,493.980011,496.950012
285,NFLX,05,November,2020,506.559998,518.729980,503.450012,513.760010
286,NFLX,06,November,2020,515.000000,515.210022,502.510010,514.729980
287,NFLX,09,November,2020,485.540009,495.850006,467.260010,470.500000
288,NFLX,10,November,2020,470.950012,484.600006,463.410004,480.239990
289,NFLX,11,November,2020,483.000000,491.679993,478.260010,490.760010
290,NFLX,12,November,2020,491.000000,496.519989,480.429993,486.769989
291,NFLX,13,November,2020,486.769989,488.940002,477.799988,482.839996
292,NFLX,16,November,2020,,,,
293,NFLX,17,November,2020,480.119995,487.510010,478.850006,480.630005
294,NFLX,18,November,2020,481.950012,488.609985,477.720001,481.790009
295,NFLX,19,November,2020,482.000000,487.799988,480.470001,484.670013
296,NFLX,20,November,2020,485.220001,494.760010,481.570007,488.239990
297,NFLX,23,November,2020,490.459991,491.149994,475.839996,476.619995
298,NFLX,24,November,2020,478.839996,484.049988,475.890015,482.880005
299,NFLX,25,November,2020,485.130005,486.899994,478.920013,485.000000
300,NFLX,27,November,2020,486.579987,493.250000,481.850006,491.359985
301,NFLX,30,November,2020,490.079987,492.549988,481.269989,490.700012
302,—,—,—,—,—,—,—,—
303,NFLX,01,December,2020,492.339996,509.470001,491.980011,504.579987
304,NFLX,02,December,2020,501.619995,506.799988,493.500000,503.380005
305,NFLX,03,December,2020,502.989990,508.769989,496.040009,497.519989
306,NFLX,04,December,2020,497.500000,504.500000,493.640015,498.309998
307,NFLX,07,December,2020,500.010010,517.760010,497.769989,515.780029
308,NFLX,08,December,2020,517.900024,521.489990,505.549988,512.659973
309,NFLX,09,December,2020,,,,
310,NFLX,10,December,2020,494.559998,503.769989,492.910004,501.089996
311,NFLX,11,December,2020,495.000000,503.339996,494.850006,503.220001
312,NFLX,14,December,2020,505.440002,524.159973,501.179993,522.419983
313,NFLX,15,December,2020,518.500000,524.700012,513.559998,519.780029
314,NFLX,16,December,2020,520.109985,527.380005,517.690002,524.830017
315,NFLX,17,December,2020,529.000000,535.489990,526.440002,532.900024
316,NFLX,18,December,2020,533.200012,536.369995,526.020020,534.450012
317,NFLX,21,December,2020,530.049988,532.619995,521.150024,528.909973
318,NFLX,22,December,2020,527.690002,530.400024,520.500000,527.330017
319,NFLX,23,December,2020,524.760010,526.320007,514.200012,514.479980
320,NFLX,24,December,2020,515.119995,519.349976,512.210022,513.969971
321,NFLX,28,December,2020,516.429993,523.659973,507.130005,519.119995
322,NFLX,29,December,2020,519.900024,536.549988,515.479980,530.869995
323,NFLX,30,December,2020,530.130005,533.260010,523.690002,524.590027
324,NFLX,31,December,2020,525.530029,545.500000,523.150024,540.729980
325,NFLX,04,January,2021,539.000000,540.799988,515.090027,522.859985
326,NFLX,05,January,2021,521.549988,526.780029,515.890015,520.799988
327,NFLX,06,January,2021,511.970001,513.099976,499.500000,500.489990
328,NFLX,07,January,2021,508.279999,516.440002,506.420013,508.890015
329,NFLX,08,January,2021,511.309998,513.239990,504.510010,510.399994
330,NFLX,11,January,2021,507.839996,510.730011,497.950012,499.100006
331,NFLX,12,January,2021,500.000000,501.089996,485.670013,494.250000
332,NFLX,13,January,2021,495.500000,512.349976,493.010010,507.790009
333,NFLX,14,January,2021,507.350006,514.500000,499.579987,500.859985
334,NFLX,15,January,2021,500.000000,506.320007,495.100006,497.980011
335,NFLX,19,January,2021,501.000000,509.250000,493.540009,501.769989
336,NFLX,20,January,2021,565.419983,593.289978,556.859985,586.340027
337,NFLX,21,January,2021,582.450012,588.750000,570.400024,579.840027
338,NFLX,22,January,2021,582.099976,583.989990,564.349976,565.169983
339,NFLX,25,January,2021,567.000000,569.750000,548.650024,556.780029
340,NFLX,26,January,2021,554.729980,567.989990,554.059998,561.929993
341,NFLX,27,January,2021,550.710022,556.419983,515.729980,523.280029
342,NFLX,28,January,2021,535.880005,553.150024,530.739990,538.599976
343,NFLX,29,January,2021,538.000000,541.000000,530.179993,532.390015
344,—,—,—,—,—,—,—,—
345,NFLX,01,February,2021,536.789978,545.059998,531.729980,539.039978
346,NFLX,02,February,2021,,,,
347,NFLX,03,February,2021,550.169983,550.479980,538.239990,539.450012
348,NFLX,04,February,2021,,,,
349,NFLX,05,February,2021,552.260010,554.440002,545.479980,550.789978
350,NFLX,08,February,2021,555.000000,555.000000,543.700012,547.919983
351,NFLX,09,February,2021,546.000000,566.000000,543.000000,559.070007
352,NFLX,10,February,2021,562.500000,566.650024,553.460022,563.590027
353,NFLX,11,February,2021,564.440002,565.929993,554.219971,557.590027
354,NFLX,12,February,2021,,,,
355,NFLX,16,February,2021,557.289978,563.630005,552.729980,557.280029
356,NFLX,17,February,2021,,,,
357,NFLX,18,February,2021,549.000000,550.000000,538.229980,548.219971
358,NFLX,19,February,2021,548.000000,548.989990,538.809998,540.219971
359,NFLX,22,February,2021,534.989990,541.789978,530.789978,533.780029
360,NFLX,23,February,2021,525.000000,548.539978,518.280029,546.150024
361,NFLX,24,February,2021,539.799988,556.849976,539.070007,553.409973
362,NFLX,25,February,2021,550.270020,556.479980,535.750000,546.700012
363,NFLX,26,February,2021,,,,
364,—,—,—,—,—,—,—,—
365,NFLX,01,March,2021,545.570007,552.140015,542.000000,550.640015
366,NFLX,02,March,2021,553.340027,556.989990,546.020020,547.820007
367,NFLX,03,March,2021,545.929993,548.010010,517.809998,520.700012
368,NFLX,04,March,2021,521.500000,531.500000,507.679993,511.290009
369,NFLX,05,March,2021,511.980011,517.760010,498.790009,516.390015
370,NFLX,08,March,2021,514.460022,518.840027,492.850006,493.329987
371,NFLX,09,March,2021,507.309998,513.109985,503.820007,506.440002
372,NFLX,10,March,2021,513.500000,518.969971,504.250000,504.540009
373,NFLX,11,March,2021,512.200012,530.239990,510.709991,523.059998
374,NFLX,12,March,2021,512.500000,526.510010,506.589996,518.020020
375,NFLX,15,March,2021,516.320007,520.729980,508.029999,520.250000
376,NFLX,16,March,2021,524.469971,533.419983,523.210022,524.030029
377,NFLX,17,March,2021,522.000000,528.369995,514.299988,524.440002
378,NFLX,18,March,2021,516.400024,517.900024,503.850006,504.790009
379,NFLX,19,March,2021,504.959991,513.190002,501.630005,512.179993
380,NFLX,22,March,2021,509.130005,529.309998,509.130005,523.109985
381,NFLX,23,March,2021,529.869995,543.119995,529.400024,535.090027
382,NFLX,24,March,2021,533.780029,534.419983,520.000000,520.809998
383,NFLX,25,March,2021,516.989990,518.530029,497.000000,502.859985
384,NFLX,26,March,2021,502.820007,508.720001,496.679993,508.049988
385,NFLX,29,March,2021,505.660004,518.000000,504.399994,513.950012
386,NFLX,30,March,2021,510.510010,514.409973,506.910004,513.390015
387,NFLX,31,March,2021,,,,
388,—,—,—,—,—,—,—,—
389,NFLX,01,April,2021,529.929993,540.500000,527.030029,539.419983
390,NFLX,05,April,2021,540.010010,542.849976,529.229980,540.669983
391,NFLX,06,April,2021,544.809998,554.169983,543.299988,544.530029
392,NFLX,07,April,2021,543.500000,549.640015,541.450012,546.989990
393,NFLX,08,April,2021,551.130005,556.900024,547.570007,554.580017
394,NFLX,09,April,2021,552.690002,556.900024,547.109985,555.309998
395,NFLX,12,April,2021,551.049988,557.979980,549.580017,552.780029
396,NFLX,13,April,2021,557.000000,559.750000,550.299988,553.729980
397,NFLX,14,April,2021,554.869995,554.869995,538.530029,540.020020
398,NFLX,15,April,2021,544.169983,553.489990,542.659973,549.219971
399,NFLX,16,April,2021,,,,
400,NFLX,19,April,2021,546.900024,556.440002,545.530029,554.440002
401,NFLX,20,April,2021,554.419983,563.559998,546.299988,549.570007
402,NFLX,21,April,2021,508.000000,515.460022,503.600006,508.899994
403,NFLX,22,April,2021,513.820007,513.960022,500.549988,508.779999
404,NFLX,23,April,2021,509.010010,509.700012,500.700012,505.549988
405,NFLX,26,April,2021,506.760010,510.480011,503.000000,510.299988
406,NFLX,27,April,2021,512.619995,512.989990,504.579987,505.549988
407,NFLX,28,April,2021,505.200012,508.399994,503.339996,506.519989
408,NFLX,29,April,2021,507.600006,509.290009,499.000000,509.000000
409,NFLX,30,April,2021,,,,
410,NFLX,03,May,2021,512.650024,518.950012,505.200012,509.109985
411,NFLX,04,May,2021,510.779999,511.630005,496.790009,503.179993
412,NFLX,05,May,2021,504.989990,507.779999,494.630005,496.079987
413,NFLX,06,May,2021,495.989990,499.549988,491.369995,499.549988
414,NFLX,07,May,2021,504.619995,508.549988,501.119995,503.839996
415,NFLX,10,May,2021,502.000000,503.149994,486.109985,486.690002
416,NFLX,11,May,2021,479.750000,497.989990,478.630005,495.079987
417,NFLX,12,May,2021,486.829987,493.540009,482.700012,484.980011
418,NFLX,13,May,2021,489.130005,490.779999,482.709991,486.660004
419,NFLX,14,May,2021,487.859985,494.850006,486.589996,493.369995
420,NFLX,17,May,2021,485.589996,492.709991,482.809998,488.940002
421,NFLX,18,May,2021,488.399994,493.480011,486.190002,486.279999
422,NFLX,19,May,2021,481.630005,488.570007,478.540009,487.700012
423,NFLX,20,May,2021,489.549988,502.700012,488.980011,501.670013
424,NFLX,21,May,2021,503.119995,505.399994,497.260010,497.890015
425,NFLX,24,May,2021,501.049988,504.250000,499.510010,502.899994
426,NFLX,25,May,2021,506.000000,506.369995,499.220001,501.339996
